train_58.bmp,train_58_anno.bmp,malignant
train_61.bmp,train_61_anno.bmp,benign
train_22.bmp,train_22_anno.bmp,benign
train_76.bmp,train_76_anno.bmp,malignant
train_33.bmp,train_33_anno.bmp,benign
train_26.bmp,train_26_anno.bmp,malignant
train_42.bmp,train_42_anno.bmp,malignant
train_38.bmp,train_38_anno.bmp,benign
train_73.bmp,train_73_anno.bmp,malignant
train_15.bmp,train_15_anno.bmp,benign
train_67.bmp,train_67_anno.bmp,benign
train_1.bmp,train_1_anno.bmp,malignant
train_24.bmp,train_24_anno.bmp,malignant
train_40.bmp,train_40_anno.bmp,malignant
train_9.bmp,train_9_anno.bmp,benign
train_59.bmp,train_59_anno.bmp,benign
train_65.bmp,train_65_anno.bmp,benign
train_7.bmp,train_7_anno.bmp,malignant
train_74.bmp,train_74_anno.bmp,malignant
train_55.bmp,train_55_anno.bmp,benign
train_34.bmp,train_34_anno.bmp,benign
train_4.bmp,train_4_anno.bmp,benign
train_82.bmp,train_82_anno.bmp,malignant
train_48.bmp,train_48_anno.bmp,malignant
train_50.bmp,train_50_anno.bmp,malignant
train_68.bmp,train_68_anno.bmp,malignant
train_3.bmp,train_3_anno.bmp,malignant
train_27.bmp,train_27_anno.bmp,malignant
train_51.bmp,train_51_anno.bmp,benign
train_63.bmp,train_63_anno.bmp,benign
train_71.bmp,train_71_anno.bmp,malignant
train_18.bmp,train_18_anno.bmp,malignant
train_36.bmp,train_36_anno.bmp,malignant
train_28.bmp,train_28_anno.bmp,malignant
train_43.bmp,train_43_anno.bmp,malignant
train_83.bmp,train_83_anno.bmp,malignant
train_81.bmp,train_81_anno.bmp,malignant
train_11.bmp,train_11_anno.bmp,malignant
train_62.bmp,train_62_anno.bmp,benign
train_45.bmp,train_45_anno.bmp,benign
train_20.bmp,train_20_anno.bmp,benign
train_5.bmp,train_5_anno.bmp,malignant
train_25.bmp,train_25_anno.bmp,benign
train_8.bmp,train_8_anno.bmp,benign
train_14.bmp,train_14_anno.bmp,malignant
train_41.bmp,train_41_anno.bmp,malignant
train_19.bmp,train_19_anno.bmp,malignant
train_32.bmp,train_32_anno.bmp,benign
train_77.bmp,train_77_anno.bmp,malignant
train_84.bmp,train_84_anno.bmp,benign
train_56.bmp,train_56_anno.bmp,benign
train_80.bmp,train_80_anno.bmp,benign
train_75.bmp,train_75_anno.bmp,malignant
train_17.bmp,train_17_anno.bmp,malignant
train_13.bmp,train_13_anno.bmp,malignant
train_31.bmp,train_31_anno.bmp,malignant
train_10.bmp,train_10_anno.bmp,malignant
train_21.bmp,train_21_anno.bmp,benign
train_49.bmp,train_49_anno.bmp,malignant
train_79.bmp,train_79_anno.bmp,benign
train_57.bmp,train_57_anno.bmp,malignant
train_30.bmp,train_30_anno.bmp,benign
train_64.bmp,train_64_anno.bmp,benign
train_23.bmp,train_23_anno.bmp,malignant
train_2.bmp,train_2_anno.bmp,benign
train_72.bmp,train_72_anno.bmp,benign
train_54.bmp,train_54_anno.bmp,malignant
